Probeset	"Mix A (0% tumor, 0% noise)"	"Mix B (0% tumor, 0% noise)"	"Mix C (0% tumor, 0% noise)"	"Mix D (0% tumor, 0% noise)"	"Mix A (30% tumor, 0% noise)"	"Mix B (30% tumor, 0% noise)"	"Mix C (30% tumor, 0% noise)"	"Mix D (30% tumor, 0% noise)"	"Mix A (60% tumor, 0% noise)"	"Mix B (60% tumor, 0% noise)"	"Mix C (60% tumor, 0% noise)"	"Mix D (60% tumor, 0% noise)"	"Mix A (90% tumor, 0% noise)"	"Mix B (90% tumor, 0% noise)"	"Mix C (90% tumor, 0% noise)"	"Mix D (90% tumor, 0% noise)"	"Mix A (0% tumor, 30% noise)"	"Mix B (0% tumor, 30% noise)"	"Mix C (0% tumor, 30% noise)"	"Mix D (0% tumor, 30% noise)"	"Mix A (30% tumor, 30% noise)"	"Mix B (30% tumor, 30% noise)"	"Mix C (30% tumor, 30% noise)"	"Mix D (30% tumor, 30% noise)"	"Mix A (60% tumor, 30% noise)"	"Mix B (60% tumor, 30% noise)"	"Mix C (60% tumor, 30% noise)"	"Mix D (60% tumor, 30% noise)"	"Mix A (90% tumor, 30% noise)"	"Mix B (90% tumor, 30% noise)"	"Mix C (90% tumor, 30% noise)"	"Mix D (90% tumor, 30% noise)"	"Mix A (0% tumor, 60% noise)"	"Mix B (0% tumor, 60% noise)"	"Mix C (0% tumor, 60% noise)"	"Mix D (0% tumor, 60% noise)"	"Mix A (30% tumor, 60% noise)"	"Mix B (30% tumor, 60% noise)"	"Mix C (30% tumor, 60% noise)"	"Mix D (30% tumor, 60% noise)"	"Mix A (60% tumor, 60% noise)"	"Mix B (60% tumor, 60% noise)"	"Mix C (60% tumor, 60% noise)"	"Mix D (60% tumor, 60% noise)"	"Mix A (90% tumor, 60% noise)"	"Mix B (90% tumor, 60% noise)"	"Mix C (90% tumor, 60% noise)"	"Mix D (90% tumor, 60% noise)"	"Mix A (0% tumor, 90% noise)"	"Mix B (0% tumor, 90% noise)"	"Mix C (0% tumor, 90% noise)"	"Mix D (0% tumor, 90% noise)"	"Mix A (30% tumor, 90% noise)"	"Mix B (30% tumor, 90% noise)"	"Mix C (30% tumor, 90% noise)"	"Mix D (30% tumor, 90% noise)"	"Mix A (60% tumor, 90% noise)"	"Mix B (60% tumor, 90% noise)"	"Mix C (60% tumor, 90% noise)"	"Mix D (60% tumor, 90% noise)"	"Mix A (90% tumor, 90% noise)"	"Mix B (90% tumor, 90% noise)"	"Mix C (90% tumor, 90% noise)"	"Mix D (90% tumor, 90% noise)"
212698_s_at	437.6696054	1534.305222	1662.404082	1036.627786	4458.385429	5226.030361	5315.699562	4877.656155	8479.101252	8917.755499	8968.995043	8718.684524	12499.81708	12609.48064	12622.29052	12559.71289	437.4309504	1533.330527	1662.879367	1035.814144	4459.053348	5225.35013	5315.375144	4876.826957	8484.803631	8917.024323	8968.197529	8799.420069	12504.5916	12608.50249	12621.62197	12584.97088	436.6706964	1552.874487	1661.576994	1035.779941	4461.956105	5225.030433	5638.104139	4876.817397	8514.343441	336120.8486	8976.029043	9125.824754	12520.84425	12608.50239	12621.30183	12558.73853	436.8452264	1533.320186	1662.01584	1234708.176	567067.9044	5648.464737	5314.69958	4876.949926	8620.672524	93646.61273	358375.6589	9370.682026	12499.08941	12608.48103	12659.55903	49731.56156
212713_at	41.09625793	24.21895442	14.4844972	11.53306175	32.01406003	20.19994758	13.38582752	11.31982271	22.93186214	16.18094073	12.28715784	11.10658366	13.84966424	12.16193389	11.18848816	10.89334462	40.10537503	28.76287256	38.27255675	56.38215311	37.24942299	19.32621348	21.43745947	14.0667912	25.68387023	15.28806252	12.0767258	10.14119321	13.12845649	11.21405333	31.15127002	10.01420803	40.10921553	25.07388232	13.62710983	10.54081475	97.46840317	22.48156563	173.6780076	200.7741055	22.36720234	37.75788064	39.88487656	10.11035537	13.231502	11.16965502	10.18881711	582.3093085	41.44289994	25.75125134	13.51583936	29.05755785	36.18061166	19.29453497	12.51236813	10.70549902	24.81485749	16.75614244	470.2243291	10.11339169	5175.525648	11.16215802	440521364.2	723.3422565
212776_s_at	439.9502106	168.9099132	198.5663864	409.7430898	309.26673	119.5385218	140.2980531	288.1217455	178.5832494	70.16713042	82.02971971	166.5004011	47.89976877	20.79573902	23.76138635	44.87905669	439.0707552	168.1811046	198.1252059	415.0394909	313.1304478	118.6561556	157.8268382	287.4336807	178.8469443	69.17015972	81.72986955	170.6321757	47.33219892	21.11472158	22.93292911	53.72100724	459.9023697	15504.22509	199.4653453	423.9927552	308.2669318	147.3343103	162.2136324	65730.21479	194.9725828	69.16725239	193.4845089	170.9263751	47.35827668	35.13096025	32.88146364	69.23521044	439.3989006	2663.788526	203.426957	409.0300003	325.6930443	11887.99845	139.3933317	320.0169968	261.9068324	70.2768717	162.0934008	165.5004011	46.89976984	10656.78072	22.76139275	44.24626941
212827_at	3843.834447	9094.706614	3472.276987	5903.672438	2734.397391	6410.007908	2474.307169	4176.283984	1624.960335	3725.309202	1476.337351	2448.895531	515.5232787	1040.610495	478.3675326	721.5070777	3842.887724	9093.71544	3478.200876	5902.794793	2733.500585	6418.629894	2473.36297	4175.407917	1624.429546	3724.397391	1478.510799	2447.994341	514.5926224	1040.88151	477.5798114	721.941261	3842.836031	9093.744643	3471.834534	5953.194118	2738.907597	6409.092179	2473.324091	4469.675518	1626.038326	3724.311138	1834.939726	2453.070117	514.5564313	1039.619969	477.4243138	1240.981991	5688.104755	9093.709575	24096100.8	6032.252056	2733.39925	6409.007922	2474.61812	4175.290484	1624.01189	3732.310782	1476.442954	3163.880968	514.7112838	1039.610542	895.0574486	722.6110913
212993_at	948.1864822	493.7383369	872.2826197	829.691191	1125.755677	807.6419748	1072.622973	1042.808973	1303.324871	1121.545613	1272.963326	1255.926754	1480.894065	1435.449251	1473.303679	1469.044536	987.8161474	493.9815048	871.4723365	832.1387295	1124.896553	806.9175753	1071.885541	1042.202934	1341.816094	1120.642897	1273.299636	1254.954409	1479.999236	1434.488376	1473.971081	1468.047652	947.4593201	492.7989451	872.7495036	828.6912091	34607.39017	807.0772136	1102.956406	1042.03995	1302.329815	1120.979982	1272.019293	1255.201847	7889.637079	1434.449482	1472.313173	4976.466245	947.2113112	493.3551764	11624.64505	828.6911917	1150.541972	806.6419831	1071.622974	1041.822839	1302.333416	1120.546739	1282.76282	1255.797944	1482.381001	1434.777094	3135.396472	1468.045892
212998_x_at	2196.462225	4536.663783	3481.348442	3855.046834	1651.110274	3289.251365	2550.530626	2812.119501	1105.758323	2041.838947	1619.71281	1769.192167	560.4063725	794.4265283	688.8949941	726.2648334	2212.968117	4535.67973	3480.547647	3854.857385	1650.915178	3291.824494	2549.589655	2811.210381	1104.77294	2049.879905	1632.942172	1769.061583	559.8539097	793.5428398	693.2991471	728.6126168	2202.27599	4535.701346	3480.380305	3919.06833	1682.430745	3288.251448	2549.53131	6649.857696	1104.96705	2040.841211	1618.735123	1768.263057	56142.52471	793.6525398	687.9747306	725.2648574	2195.462704	4679.849287	3480.353134	3854.069728	1650.169261	3288.25137	2549.540693	2811.119992	23807.91238	2040.984748	1618.726275	1768.236631	1008.160775	793.4265343	1687323.69	725.266294
213095_x_at	3705.379283	687.1804614	1651.661128	1346.300375	2596.726201	483.9870252	1159.123492	945.3709651	1488.073118	280.7935891	666.5858559	544.4415547	379.4200351	77.60015291	174.0482196	143.5121443	3707.599411	731.9183286	1663.804165	1349.131898	2595.730478	482.9989432	1315.476412	945.6321742	1527.129406	279.8015245	665.6681734	545.2294418	378.6345134	77.22219582	173.2469027	142.6902121	3704.383954	711.908667	1656.373118	1345.303217	2598.094645	633.6262196	1158.149862	944.3726035	1686.287108	290.1495924	665.6927874	543.4453158	378.7271888	76.60391079	173.0528911	142.9070194	3705.406278	687.7018075	1650.691536	1345.304687	12296395.9	482.9870724	1158.123514	991.2287211	3826.910436	349.0441037	1120.249464	554.6959297	396.2936076	76.60422753	173.4834398	19084.57573
213293_s_at	810.9715138	2157.341264	2917.634946	2101.174186	590.2253244	1532.68415	2064.889727	1493.367195	369.4791351	908.0270352	1212.144508	885.560204	148.7329457	283.3699207	359.3992889	277.7532129	810.4690315	2156.343228	2917.131375	2100.666541	590.6428429	1534.83969	2065.664493	1494.072176	370.4423221	907.4215118	1211.753114	886.9838183	168.5122526	282.4914188	365.4459967	276.9548382	875.1761154	2156.341274	2916.643123	2105.51988	589.2363373	1531.687314	2063.891335	1492.367408	368.7667097	907.2422755	1366.755102	884.6248985	149.6287894	282.3949068	86015.863	276.8231889	809.9734349	2156.780136	3014.718141	2100.17726	589.2253624	1531.686256	2063.889739	1492.71218	372.1587271	10230.64635	1211.145448	888.9704003	149.7474664	355.553439	358.4043277	1112112.907
213308_at	98.77133996	265.2188781	55.21525894	145.935753	217.395061	333.9083377	186.9058042	250.4101501	336.018782	402.5977972	318.5963496	354.8845472	454.642503	471.2872568	450.2868949	459.3589443	97.97016024	270.295827	57.27883368	145.8451396	218.3158352	333.7608793	189.7468005	253.2038122	1498.913896	402.1068576	320.1815934	355.9103129	453.7840089	470.3902247	452.3998401	458.4074288	108.3218301	264.3118337	55.54628585	144.9371972	230.6481152	334.823274	185.9372958	249.7892244	534.844808	412.334136	1030.897225	356.7503138	453.6526905	483.6967001	450.201621	458.3639507	97.7715338	264.2188782	909.911301	455.6835594	517.4580949	333.1378518	2066.716984	339.9103317	8187.174152	435.4094745	322.3441054	353.9155945	456.9146203	470.8032158	495.3119588	458.3835827
213338_at	373.4742336	170.8721325	304.3705217	383.205364	556.1305887	414.3091179	507.7579903	562.94238	738.7869437	657.7461032	711.1454589	742.6793959	921.4432988	901.1830886	914.5329276	922.4164118	383.4224157	174.7074805	303.7127892	415.3144973	557.8504185	413.6361973	507.0173781	1204.867463	741.9825288	1047.165764	757.8808315	742.6058852	1041.495315	900.2604601	913.9014915	923.303055	376.7221907	169.8722967	411.4307599	382.4381173	555.1327084	16959.26181	563.8079538	1658.144415	738.9472074	3081.217868	710.1461209	748.3994921	920.5213037	1149.311579	916.8748177	1215.955702	1860408.046	264.4455521	356.46918	559.3958992	7620.685512	413.5082468	608.9619438	562.0386699	737.8931666	1107.585338	710.1454591	741.6794283	920.6467272	900.1945863	913.8557529	925.2838544
213355_at	657.8788038	523.1365022	824.8827641	729.2801741	939.6665936	845.3469824	1056.569366	989.6475528	1221.454383	1167.557463	1288.255967	1250.014931	1503.242173	1489.767943	1519.942569	1510.38231	656.9257337	525.5002826	829.1203752	735.8137777	938.7612704	845.2163059	1056.418011	988.7975416	1240.917051	1166.592812	1288.413378	1249.03616	1502.35956	1488.843714	1521.474661	1511.591463	657.4607649	522.2226291	2420.122374	728.2815776	938.6871055	844.414199	1055.582306	988.6937944	1222.39674	126193.2114	1288.131976	1251.3365	1504.049046	1488.821013	1519.048252	1509.383143	778.9848588	522.2064411	830.2170111	730.0460539	938.668738	844.5163856	1056.846512	994.6249876	1220.454933	1166.702293	55711.28307	1249.017106	1705.874475	2972.107088	1565.456299	1512.36308
213423_x_at	570.4884355	209.9219303	127.3726268	20.46199402	453.8286467	201.4320931	143.6475806	68.81013766	337.1688579	192.9422558	159.9225344	117.1582813	220.5090691	184.4524186	176.1974882	165.5064249	569.502713	209.1243756	126.4065442	20.34511162	471.8519251	200.4932915	144.8232529	70.16659011	336.519497	192.0348458	163.8095411	123.136664	220.2054301	183.4873532	177.322519	165.6096201	640.4989121	336.9481164	1860.970286	20.96226463	455.5810705	2077.577636	143.4428041	70.79502405	336.1715256	194.8628655	159.244492	175.2566208	219.5092541	189.7557451	314.9018617	164.6996283	570.4109403	208.9220044	126.4903063	19.46699764	452.8300967	200.4340629	414.1399653	68.71970714	10414.33497	192.3158993	158.9242999	116.1622338	527.3009811	183.6150597	175.204011	1861.405621
213456_at	773.0464132	313.1315441	16.44818932	13.29344257	545.0245961	223.0841877	15.40583937	13.19751664	317.002779	133.0368313	14.36348941	13.10159071	88.98096185	42.98947493	13.32113946	13.00566478	797.5815762	312.3695242	31.02207288	18.77719864	544.8659958	222.3438506	14.47245033	20.11986301	336.5420087	132.71385	25.87753591	13.59761077	88.0722673	42.04904743	13.89873742	12.27169191	2656.897943	312.1463039	114.8400546	12.337352	544.2449729	225.0270554	14.40861082	14.34159426	341.1028234	1476.967073	14.13470784	12.10208172	88.3619242	27373.21366	47.50161868	13.80239496	772.0494958	320.7200359	15.59146072	12.37658946	544.0842481	222.3870888	14.40584328	19.22429969	1298.09366	2658.808855	13.47163122	91.09188468	98.96540808	41.99014862	12.32378456	289.3786652
213539_at	7030.452255	2176.881596	453.7950832	276.4723941	4964.84325	1567.343788	361.1832293	237.0573469	2899.234244	957.8059807	268.5713755	197.6422998	833.6252388	348.2681729	175.9595216	158.2272527	7029.47146	2187.974013	455.3278455	275.5193744	4966.144436	1567.226909	360.617804	245.5512028	2899.771602	966.2499718	267.8638822	269.7358889	833.2746769	347.8407067	175.404635	158.0927446	19344.5921	2175.952007	452.7950881	53785.2055	4963.846097	1566.35537	360.2023018	269.2349318	2898.904602	957.638654	435.1692825	196.6696255	1084.339532	547.9509441	174.9701887	157.3135371	7029.452258	2178.985591	452.8354799	959.5129114	79861.55255	1566.343794	360.2061565	236.0626822	6044.162213	956.8059814	267.7014386	196.8369275	832.625441	348.4620576	175.5834379	157.2932468
213668_s_at	890.9372875	231.6822509	128.1919481	16.25948708	953.1720207	491.6934951	419.2502831	340.8975604	1015.406754	751.7047393	710.3086181	665.5356337	1077.641487	1011.715983	1001.366953	990.173707	916.9658807	231.1155927	127.6278622	15.3940432	953.4348457	491.1331187	420.362178	340.0835644	1014.443213	950.6733336	710.0528063	664.7598641	1091.033471	1011.183877	1000.744556	989.2509042	921.685042	231.743712	127.8009151	15.28467289	952.4480033	208867.4543	797.6441725	1269.623769	1371.733146	54861.45682	1230.497958	686.5303427	1076.641736	1029.207871	1000.367139	989.1985067	889.9373162	230.682252	3509.821383	30964194.92	954.4413166	491.4623159	437.5806535	340.4986726	1014.40744	82988.98567	709.3113257	664.5375682	1077.254377	1013.967608	1004.676121	989.3590875
213802_at	614.5233884	481.4385652	645.4109349	660.3637361	605.5628527	512.4034765	627.1841353	637.6510961	596.6023171	543.3683879	608.9573357	614.9384562	587.6417815	574.3332992	590.7305361	592.2258162	644.518903	481.1356816	645.5093635	661.8832975	604.7404071	517.4127484	696.9707092	636.6571171	596.0530687	543.0034669	705.1180294	614.2949712	1094.878787	573.3578296	589.8977514	592.9099626	613.5994385	483.8371149	659.8233947	1957.594282	604.6992092	670.1354342	626.185112	636.7518827	595.6103107	562.3161754	607.9829504	613.9384896	586.8231977	573.9659025	650.2389237	593.8943994	613.5234024	27451.55026	1166.394523	686.9040973	608.0265148	110435.1723	626.1862908	636.6511226	595.6516881	559.2953008	607.9573367	625.9815585	79272.65282	573.3333485	589.7305633	591.2295286
213817_at	1021.995364	553.010057	1026.136931	974.9371776	720.4273583	392.1376435	723.3264556	687.4866279	418.8593528	231.26523	420.5159797	400.0360782	117.2913472	70.39281649	117.7055039	112.5855286	1021.035084	552.0328437	1025.485274	976.5934724	853.977818	391.4040194	723.4930637	686.990888	419.9851894	230.6945751	421.2862492	427.7155291	117.5879226	70.34508347	118.1145002	112.6549224	1021.284315	552.0198712	1025.365551	973.9432876	743.6616819	392.5031608	826.8505057	686.4891773	419.787613	230.3009796	3202.527468	399.0433998	120.6469531	70.29382817	119.1571444	111.589711	1021.12724	987.9731983	1025.146077	2209.669604	719.7985201	5334.537144	7930.45778	686.5301639	1808.842095	273.3102621	419.5208349	415.8455565	461.0180899	69.39281722	956.5325884	111.5858984
213894_at	959.3100547	639.5549325	1011.567818	1043.656454	685.5087513	461.6801658	722.0891854	744.5512308	411.7074479	283.805399	432.6105531	445.4460076	137.9061445	105.9306322	143.1319208	146.3407844	979.9727363	638.7529488	1010.729407	1043.08791	684.6502972	762.0023101	721.1084832	760.4221013	415.1026722	290.9997701	433.1469736	447.4311302	137.7570502	104.9375667	142.2789624	147.219306	958.310141	47724.67057	1034.571731	1196.072758	688.1558069	6206.939151	810.2816321	744.109487	1425796.703	340.8009005	1133.110545	444.446293	14502.02111	1433.415184	984.3432857	146.4476353	41369.22332	638.5566238	1687.904235	16514.40553	684.631599	460.7464171	721.0918976	743.5518477	410.7077633	285.3547857	273998.8902	460.2130496	136.910939	104.9306369	144.1679504	333627.8161
213975_s_at	5954.238684	4235.160042	6037.370756	6149.277874	4177.046515	2973.691466	4235.238966	4313.573948	2399.854347	1712.22289	2433.107175	2477.870022	622.6621776	450.7543133	630.9753848	642.1660965	5957.408252	4234.571927	6036.783403	6179.939431	4251.869983	2972.85166	4237.482863	4313.192982	2400.456306	1723.368107	2433.397753	2480.778356	628.8577578	451.0059931	630.9091513	641.4174404	5953.243909	4234.160138	6036.37509	6148.281887	4176.220608	2973.533619	4234.279498	4312.574494	2416.173734	1711.273668	2448.196906	3681.582703	621.9799137	451.2873292	688.2044472	641.1800864	8621.042892	4240.888095	15295.7717	6216.875023	4194.467718	3872.232005	4234.241078	4312.640644	2398.862567	1711.222893	2482.964913	2476.895882	621.662677	449.8082659	629.9792152	641.2634326
214032_at	760.3425109	203.148307	84.60221244	24.4898256	539.2963961	149.2604534	66.27818718	24.1995164	318.2502813	95.37259976	47.95416192	23.90920719	97.20416651	41.48474612	29.63013666	23.61889798	759.4401296	203.7199225	84.20606876	23.70793705	541.6402043	151.0076248	66.42896698	24.39648463	318.5276029	100.4952877	46.98049832	24.79968217	96.60403596	40.51188364	35.69908888	25.78178507	790.3488988	219.5401825	985.8435248	23.49545065	538.3275506	1717.405596	65.2802661	27.73378393	317.7236252	94.37348207	170.2519253	6188.176928	158.7208301	40.96335582	28.85299226	22.66128323	540031.1886	202.1526564	83.64215906	123.5973665	538.4065081	148.2951919	67.82005299	46.44195507	343.1738459	94.37265266	75.77655978	22.90985205	152127.5767	217.8411845	222.1800114	68.65010015
214039_s_at	8651.201339	3767.446538	4298.466242	4738.966334	14029.40491	10610.77655	10982.49034	11290.84041	19407.60848	17454.10656	17666.51444	17842.71448	24785.81205	24297.43657	24350.53854	24394.58855	8651.516295	3770.231125	4297.518834	4738.779107	14029.20313	10609.94659	10981.51548	11290.10123	19412.54598	17456.84704	17667.24387	17847.32844	24785.01437	24299.54982	24349.55533	24393.74604	8650.269966	3767.587775	4297.480806	4751.411968	14029.57563	10716.99187	10981.49063	11290.39909	19406.61144	17453.15272	17665.65801	18641.02171	24785.45226	231446.9821	24350.28395	24393.82188	8650.479523	4663.081707	4323.777701	4740.077182	14028.40492	10609.77711	10981.49629	11289.91834	19991.10147	17485.88177	21343.72716	71163.71024	24784.82647	146929.8159	24349.53928	24393.75896
214084_x_at	1050.696483	1585.145865	673.1428673	1315.295757	751.3501694	1125.464736	487.0626381	936.5696606	452.0038553	665.7836079	300.9824089	557.8435646	152.6575413	206.1024795	114.9021797	179.1174686	1051.466422	1585.923037	672.7075813	1403.708014	750.7102832	1124.527177	486.4012209	940.0667747	452.9363557	664.8021408	301.112616	605.9025149	268.0171089	209.4876387	137.1618358	182.7377583	1050.004749	1584.153826	674.3340825	1315.846257	750.5770185	1124.468315	504.2293662	935.5768295	456.2847584	664.7903257	300.5184859	556.8482676	152.8512194	205.2381466	1285.346959	180.4569522	1050.216188	1584.18299	3744.993121	89687.84074	750.3502878	1142.36932	486.0645595	13306.80706	451.1541813	664.9127332	308.6518768	557.5110928	151.6594462	205.2113938	113.9095555	178.1233488
214181_x_at	2054.582931	900.3454704	2132.43781	1634.318837	1456.004247	648.0380239	1510.502662	1161.819381	857.4255617	395.7305773	888.5675133	689.3199241	258.8468768	143.4231307	266.6323647	216.8204674	2054.549983	899.5696694	2131.563221	1633.337871	1455.026614	647.0637051	1509.615851	1173.252703	864.9974092	394.7739876	887.6598808	688.6059076	262.6853009	143.633256	278.6527095	215.944852	2053.587004	900.0658839	2934.764351	1633.331656	1455.248903	650.4178369	1519.374874	1692.850108	856.444199	395.1159178	905.6877422	690.0029392	288.5217486	142.4282453	346.1768761	216.8258827	2095.072458	916.9112926	2953.206168	1646.37954	1684.747394	647.6537876	1699.637318	1161.03836	1747.264835	394.738621	887.572778	19802.77993	257.8468771	143.1406055	33675.93385	10005.72168
214183_s_at	16060.96605	4686.272211	1029.369394	283.7328289	11248.37909	3286.093405	726.2614331	204.3158377	6435.792134	1885.914599	423.1534725	124.8988466	1623.205177	485.7357936	120.0455119	45.4818554	16065.5073	4685.408174	1028.386339	290.3552373	11259.04467	3294.006306	725.3664215	203.5053554	6434.826085	1895.572801	422.3756974	134.8367344	1626.388726	485.1332207	141.9259305	48.26099026	16059.9664	4685.280072	1028.389263	283.4622685	11247.41889	3302.044474	1013.200446	203.3174781	6437.698653	1884.943507	458.4121685	123.9113239	1623.650273	484.7391851	119.114943	44.48357364	20000.60772	4693.581481	1028.528971	282.7328289	11248.36621	3286.549996	725.2618281	203.3160364	6435.331588	1884.921014	699.6706766	123.8993617	1624.764294	583.2037803	119.0460096	17678.16689
214254_at	1355.967962	3975.346398	7083.753995	4933.833585	968.2414503	2801.806355	4977.691673	3472.747386	580.5149381	1628.266312	2871.629351	2011.661187	192.788426	454.7262695	765.5670293	550.5749882	1355.853175	3974.784374	7083.70225	4933.783239	972.5333521	2801.604416	4984.518754	3471.76473	579.6093719	1672.165154	2870.648322	2011.92284	194.9861689	454.4594834	764.6232027	552.0518203	1354.969378	4087.392156	7096.387829	4933.558888	1059.653053	2800.807291	109608.0404	3473.957682	579.8416295	1627.487512	2872.2088	119515.4143	195.5176039	455.3612511	764.8499299	551.1278868	1371.539778	3974.464731	7087.212601	4932.834058	1792.573409	20586.3661	7893.382065	3490.64711	579.5169533	1627.274701	2870.898352	2015.734211	191.8861542	453.7262773	764.5688691	549.57605
214366_s_at	273.5425705	397.3963566	160.2744237	334.00392	202.9605593	289.6582096	123.6728565	245.2835039	132.378548	181.9200625	87.07128932	156.5630878	61.79653681	74.18191542	50.46972213	67.84267176	272.5817871	396.7743993	163.9908327	333.0779519	208.4086731	288.827236	134.0168007	245.3349342	132.9170498	181.1752916	87.01015906	156.1715402	61.85859637	73.31987756	49.62306445	69.2198783	302.5334004	396.4121444	159.3176453	779.9314903	206.0969961	335.9979915	124.3716852	245.4531389	131.378655	181.3402952	397.9866484	155.564884	227.1825339	719312.6167	85.46785837	67.1827057	289.870786	396.404273	370.4751951	362.6026115	206.2274726	1367.322686	12432.8587	288.9536351	131.456695	180.9200626	86.12420917	265.4051813	364395.6251	73.19019655	566.7375261	562.4550598
214511_x_at	2607.946907	1481.123721	2706.024032	2821.002278	1839.075008	1050.298778	1907.728996	1988.213768	1070.203109	619.4738347	1109.433959	1155.425257	301.33121	188.6488914	311.1389225	322.6367471	2663.156776	1483.573206	2797.103209	2878.61503	1842.665597	1049.374856	1906.914365	2016.366684	1069.335519	619.3943855	1109.783985	1156.077697	310.8500031	188.1624463	316.5177339	329.8258944	2612.012734	1480.808056	2740.506566	2820.008086	1841.558377	1051.202204	1907.187494	2059.028977	1073.248901	618.9324356	1108.488149	1156.81493	300.3313426	354.3007935	316.5925422	321.6606612	2606.948404	1480.201868	2705.024041	2962.793013	1838.123604	1049.833919	1910.112671	2020.589207	1069.20701	6391095.398	1108.433962	1154.425271	110856.2241	71109.32865	310.3620428	1793.135605
214575_s_at	27847.58115	11932.03596	23926.71153	24283.61958	19506.46808	8365.586438	16761.85934	17011.69498	11165.355	4799.136919	9597.007147	9739.770369	2824.241919	1232.687399	2432.154957	2467.845762	27846.69132	11931.28266	23987.72549	24283.37594	19506.051	8367.451638	16760.9541	17011.65694	11166.33726	4800.341469	9596.629559	9739.070114	2839.193961	1237.660488	2431.170389	2472.497006	27846.62188	11931.04626	23926.23643	24282.8261	19505.4684	8364.608861	16760.85936	17017.79896	11164.5196	4811.444548	9596.123097	9758.62124	3554.685458	1232.074404	2431.185747	2466.865711	27847.079	11931.0361	23925.73816	24282.62007	22660.57212	8364.586483	16760.86025	17826.93342	11169.63538	13000.50204	180608.1135	9739.487752	2174590.549	1231.687941	2431.154957	3839.216289
214603_at	291.8441762	887.6382498	2336.574943	1110.8268	1560.646354	1977.702205	2991.95789	2133.93419	2829.448531	3067.766161	3647.340838	3157.041581	4098.250709	4157.830116	4302.723785	4180.148971	291.4135162	887.0472431	2335.597193	1109.910123	1559.756012	1976.733648	2990.992533	2132.941605	2836.459643	3070.551096	3646.441409	3156.783906	4097.627529	4201.799076	4302.682897	4179.925977	350.0633831	8892.45837	2390.308887	1158.65764	1559.70654	1977.235402	2991.512775	2132.934829	2828.448541	3066.767425	3646.348344	3166.01399	4187.507494	4156.863479	4303.432779	4196.371923	446.5708568	886.8615345	2337.458544	1109.827019	119364.9784	2009.757643	2990.969603	2136.154253	2828.448531	3066.908491	3671.767367	3380.423287	4097.3979	4171.062296	5537.805624	4179.148971
214612_x_at	2102.793231	5651.320916	10893.7777	8089.489969	3193.069393	5677.038772	9346.758521	7383.757109	4283.345554	5702.756628	7799.739342	6678.024249	5373.621716	5728.474484	6252.720163	5972.291389	2101.860458	5651.587074	10893.27441	8098.635392	3192.08509	5678.070774	9347.218799	7387.747202	4303.098768	5702.490469	7799.124527	6807.291326	5381.090267	5730.856413	6251.814499	5971.509631	2102.300056	5650.338728	10896.87439	8106.308896	24131.81893	5679.001803	9345.885537	7382.861131	4282.544278	5702.377116	7798.992506	6677.024589	5372.625666	5727.553539	7866.886751	6072.574048	2101.80064	8631.603028	10973.96338	8088.492916	3522.011583	5700.330299	9361.365357	7382.852132	4304.319242	5701.760552	7798.875449	6686.065471	5378.752012	5728.768901	8757.19226	5971.33282
214615_at	154.5083852	497.3969431	587.1380864	515.6586579	123.4628561	363.4848466	426.303647	376.268047	92.41732702	229.5727502	265.4692075	236.8774361	61.37179795	95.66065375	104.6347681	97.48682523	155.5736099	496.9607557	587.5856066	514.7760217	122.5288464	364.3664967	431.4001271	380.2599927	92.04608013	228.5830818	270.3401316	235.9725395	60.91064435	95.32737307	103.6757999	96.7117939	198.1661207	496.4405527	586.138564	209036.4048	311.6291728	362.4900063	425.4651247	375.2768742	91.48851081	228.866673	265.8035228	236.2230518	68.55117564	450.5166969	103.6405243	259.8943741	3941.047735	496.3975359	586.4510627	514.661575	189.4284259	478.3155882	812.2365786	31978.01413	92.85089349	228.5727617	267.3081583	235.8835088	65.91490276	1239.569974	103.6366452	2361.686839
214651_s_at	1591.07133	831.9204138	1304.892536	1737.396976	4429.953161	3898.547519	4229.628004	4532.381113	7268.834991	6965.174625	7154.363473	7327.36525	10107.71682	10031.80173	10079.09894	10122.34939	1590.281709	831.6535702	1305.298547	1736.40933	4429.125988	4628.271751	4228.934122	4531.391491	7268.25977	6964.565553	7154.186125	7326.501525	10110.17304	10032.97363	10080.36384	10121.42781	1590.188059	847.0448728	1303.944025	1736.409863	4429.800736	3897.548727	4229.647852	4531.382432	7789.165504	6964.189559	7153.364518	7326.373433	10106.75737	10121.10538	10078.25078	10124.53953	1590.096703	831.7791004	1303.902541	1777.24959	4429.096668	4389.690021	4186469.626	4531.480681	7268.222704	6984.582272	990693.7453	8556.661575	10106.7446	10059.07248	10078.18616	10121.4207
